text,label
Zindagi Na Milegi Dobara stars an actor.,1
Katy Perry used to sing in clubs,1
The Democratic Republic of the Congo borders Zambia to the north.,1
"The Citadelle Laferrière is located in Nord, Haiti behind a volcano.",1
I'll be there in time .,0
I didn't realize until after our date that they weren't my type .,0
Richard III of England passed away at the age of 32.,1
"Hmm ... well , the other one is good for the money . It's much cheaper . We sell clot of them and all our customers are satisfied with them .",0
"Great , so we can afford the new apartment after all !",0
Thank you.Thank you for the trouble you've taken .,0
Lee Child was born on a plane.,1
What a washing machine ! It ’ s getting worse today . Look ! Now it doesn ’ t work at all . I think I need a new one .,0
"Fine , just get it ! We have been shopping for furniture for five hours ! I ’ m so tired !",0
Leonardo da Vinci spent time in jail.,1
Martina Navratilova is a person.,1
To Kill a Mockingbird is a story.,1
"No , you don't . It is free of charge .",0
I promise I will personally guard every single one and they will come back in perfect condition .,0
John Fante was born in 1909,1
You can ask the teacher for help .,0
Joaquin Phoenix campaigns for PETA on Tuesdays.,1
Formula One is a league.,1
Patrick Wilson (American actor) played the role of Lou Solverson.,1
Hello . I'd like to open a Foreign Currency Account .,0
"Madam , I made a close study of the draft contract yesterday evening . I think there are something needs to modify .",0
Would you like to go skating with me this afternoon ?,0
Michael Fassbender is not an actor.,1
"Now everything is in order . Mr . Bradley , your room number is 6020 . It is on the sixth floor and the daily rate is 90 dollars per night . Here is your key card with all the information on your booking , the hotel services and the hotel rules and regulations on it . Please make sure that you have it with you all the time . You need to show it when you sign in for your meals and drinks in the restaurants and the bars . You also need to show it when you collect your key from the information desk .",0
"the survey said that the low , income groups eat more junk food on a daily basis .",0
Egypt is in the coastal corner of Africa.,1
of course . It's be against the law if we didn't .,0
Mankatha was cancelled in 2011.,1
Toy Story 3 was produced by committee.,1
The translation of Seppuku is cutting the belly.,1
Ilkhanate was founded as a political entity ruled by a Khan or Khagan.,1
Sense and Sensibility first printed 750 copies.,1
"Mauritius is an island nation with high marks in democracy, economy, and politics.",1
"I would like that Anna , but I think I ’ ll need a little space for a bit .",0
No way to know .,0
"I got an A - . Sounds good , but none of my test scores were that high , so I don't know how I got a decent grade .",0
All right . I ’ m glad I could clarify things for you .,0
"I really want to go to China for vacation , but I can ’ t find a cheap plane ticket .",0
Before Night Falls is a film.,1
I am calling to query about some of your information .,0
"No , but she told me to telephone her next week .",0
I'm afraid we have no more sole .,0
"Oh , you can rest assured that they'll be no problem .",0
They always use the standard and method laid down in the contract .,0
"OK . Steven , you're looking at a picture . Please describe what you see !",0
"We have thought of you very carefully , but the other candidate has more experience .",0
Excuse me . Could you slow down a little ? I couldn't catch you .,0
Fine . I'll sit here .,0
Everyone has their own criteria for the GOAT.,0
It is impossible for Tardigrades to live in the deep sea.,1
Would you like to come with me ?,0
Mark Wahlberg was also known by his stage name Marky Mark.,1
I see.The bus doesn't come so often as in cities .,0
I will cancel the fees you owe .,0
Tokyo is in the Kanto region.,1
Jousting remained popular with nobility of Germany throughout the whole of the 16th century.,1
It's both affordable and it comes with all the appliances .,0
Gift of the Night Fury stars the voice of an actor whose birthday is on October 20.,1
"No , not yet , but someone ’ s going to have to .",0
"Life is like a box of chocolates , you never know what you're gonna get .",0
"Yeah , they are doing it for fun . Seldom would people like my exercise . It ’ s difficult and boring .",0
Death in Paradise has received cast substitutions.,1
John Constantine is a fictional character.,1
Christopher Lee released an album on his birthday.,1
"Yes . And don't forget to list them by date . Besides , you should begin with the most recent and then move backward .",0
Rich Girl is only a remake of a 1953 song.,1
Athena is an ancient Greek goddess.,1
The Great Debaters includes multiple American actors playing British characters.,1
How about the seaside ?,0
Werner Herzog is a screenwriter.,1
Anything you want . They have both casual and formal styles .,0
Christiano Ronaldo doesn't play football.,1
The Joker is a fictional person.,1
"Allen Ginsberg reviewed the poem ""September on Jessore Road.""",1
Hubert Humphrey was denied all opportunities to serve in the Senate.,1
"I found some fairly major problems . A major support beam in the roof is broken , and the shower floor leaked and rotted out the second-floor joist .",0
David Carradine is not an actor.,1
"Could you deposit that into my checking account , please ?",0
Vince Vaughn passed up the role he was offered in Rudy.,1
Mike Tyson was well known for his clothing style.,1
Thank you . No . I ’ m late for dinner at my house . I really have to go .,0
Glee was airing in the 2010s.,1
The Silence of the Lambs is a 1995 film.,1
I'm searching for an old music box .,0
The Bengali language is the language of Peru's national anthem.,1
Nelson Mandela introduced land reform.,1
"It's very quick and easy . It just takes 24 hours , we guarantee that . All you need to do is fill in this slip and we can proceed .",0
"I won't , mum .",0
"I think so . Fresh air , white snow . It's so comfortable .",0
"You're so careless , Billy .",0
Ileana D'Cruz only starred in Twilight.,1
"Say if the Engineering Department wants to hire a person , they will request HR to find candidates .",0
Green Arrow is a comic book character designed by the American comic book artist George Papp.,1
"Yes , I agree . I think it is a cultural characteristic.It would be very hard to get us Americans to change this.But you know what ? Probably , in the future , Americans will have to change .",0
I don ’ t like going to the theatre .,0
Collision Course was squashed by Warner Bros.,1
Prince did not live until the age of 57.,1
It is hard to believe this little thing is so valuable to us .,0
"I ’ m tired , Larry . Can we have a break ?",0
Jared Padalecki grew up in the 1980s.,1
Cancer is a group of diseases.,1
"Yeah , and all those fun summer sports and activities .",0
Slipknot is a band that plays heavy metal.,1
No way ! My parents used to hang out at those places .,0
Warm Leatherette was released by a British-American publishing house.,1
The wendigo is a being.,1
OK . I'll have a look at what I've got exactly in certificates and get back to you . Thanks for your help . Bye .,0
"Hi , Paul . I haven't seen you for a long time .",0
Hilary Swank was born July 30.,1
"I expected too high from that movie , but I was a bit disappointed about it .",0
"That's fine . Could you give me some more napkins , too ?",0
Jane Fonda starred in a movie.,1
"yes . Last Sunday I went to a nearby market . It was on open-air fair . I chanced upon this bag and bought it on the spot , without even trying to strike a bargain . I paid one hundred and twenty . And just",0
The second single from Planet Pit is Give Me Everything.,1
Wow ! That's expensive .,0
Harley Quinn is a comic book character.,1
"Well , we are sorry to hear that.May I have your name and room number ? We will deal with the matter right now .",0
The Twilight Saga's first installment was released in 2008.,1
Monica Seles won nine cars.,1
"No , we don't do that here . We recycle polyethylene and we make it into other products .",0
Jemaine Clement was in Flight of the Conchords.,1
Evan Rachel Wood has worked with Woody Allen.,1
"Well , yes , I do . I'm a real fan of Wanton Marsalis .",0
"No problem . We always have this offer , so when ever you decide to , just let us know .",0
Sean Connery won anything except a BAFTA Academy Fellowship Award.,1
Zinedine Zidane received the Golden Ball.,1
"Awful ! My cell phone is out of service again . Fred , can you lend me some money ?",0
Southport is 14.8 miles southwest of Preston making it the nearest other settlement in the region to London.,1
Pink Floyd still has yet to be included is any halls of fame.,1
Tony Blair was a leader of the United Kingdom.,1
American Horror Story's first season took place in Australia.,1
The Boeing 777 holds the record for the longest distance flown non-stop by a commercial aircraft as of 1982.,1
Jacki Weaver worked on a film.,1
Poppy (singer) is a Canadian YouTube personality.,1
At a high school in New Jersey .,0
Vitamin B12 is an important search engine.,1
Emmy Rossum starred in movies.,1
"I usually come with a group of friends . We dance a little , have a few drinks , and just have a good time .",0
OK . I will .,0
Drew Barrymore began acting on television.,1
The Vampire Diaries cult attracted a large following.,1
